phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action,author,breadcrumbs,broken_external_links,broken_internal_links,canonical,canonical_target_status,content_hash,description_length,duplicate_description,duplicate_title,external_outbound_links,image_count,indexable,internal_inbound_links,internal_outbound_links,issues,lang,local_status,meta_description,missing_alt,missing_dimensions,orphan,page_depth,production_status,robots_directives,schema_types,sitemap_included,title,title_length
after,https://typescript.robertdevore.com/lessons/javascript-migration/,content/lessons/31-javascript-migration.md,lessons,"Adopt TypeScript a step at a time with checked JavaScript, JSDoc, and typed boundaries.",learn and practice,developers with basic programming familiarity,Migrating JavaScript safely,Migrating JavaScript safely,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;A gradual configuration;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Migrating JavaScript safely,"[[""h1"", ""Migrating JavaScript safely""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""A gradual configuration""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",721,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/javascript-migration/,200,25f933a0b014e4733a32c8679a764c4f0cb6d77e2f5c8b32828a0a3da7873c83,87,False,False,5,0,True,58,75,,en,200,"Adopt TypeScript a step at a time with checked JavaScript, JSDoc, and typed boundaries.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Migrating JavaScript safely · TypeScript Course,47
after,https://typescript.robertdevore.com/lessons/variance/,content/lessons/17-variance.md,lessons,Debug callback assignability using the values an implementation can actually handle.,learn and practice,developers with basic programming familiarity,Variance & function compatibility,Variance & function compatibility,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Variance & function compatibility,"[[""h1"", ""Variance & function compatibility""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",803,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/variance/,200,e497149d52033d991cce2315a1cd8aba1999201c7f6b50513a08abf7dc4a026f,84,False,False,4,0,True,57,75,,en,200,Debug callback assignability using the values an implementation can actually handle.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Variance & function compatibility · TypeScript Course,53
after,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,content/lessons/10-assertions-const-satisfies.md,lessons,"Compare annotations, assertions, const assertions, and satisfies.",learn and practice,developers with basic programming familiarity,"Assertions, as const & satisfies","Assertions, as const & satisfies",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,"Assertions, as const & satisfies","[[""h1"", ""Assertions, as const & satisfies""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",788,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,200,a5ab07311b09087e2138a1a7007374645f79bc803f8bb05515312f469452ecc2,65,False,False,4,0,True,58,75,,en,200,"Compare annotations, assertions, const assertions, and satisfies.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"Assertions, as const & satisfies · TypeScript Course",52
after,https://typescript.robertdevore.com/lessons/declaration-files/,content/lessons/27-declaration-files.md,lessons,"Read, write, and test declaration files that describe JavaScript APIs.",learn and practice,developers with basic programming familiarity,Declaration files,Declaration files,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,Declaration files,"[[""h1"", ""Declaration files""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",793,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/declaration-files/,200,ea91eebd5a5832b69609842ac47af06d93bab6548020ba1db497c194b89c9e49,70,False,False,5,0,True,58,75,,en,200,"Read, write, and test declaration files that describe JavaScript APIs.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Declaration files · TypeScript Course,37
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,content/lessons/35-compiler-tooling.md,lessons,Learn how the compiler and language service produce diagnostics and editor feedback.,learn and practice,developers with basic programming familiarity,"Compiler, language service & LSP","Compiler, language service & LSP",Where you are;Mental model;JavaScript and tooling reality;TypeScript 7 model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,"Compiler, language service & LSP","[[""h1"", ""Compiler, language service & LSP""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and tooling reality""], [""h2"", ""TypeScript 7 model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",755,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/compiler-tooling/,200,0f42104fc33f4d5cf944c8a0ee96af1bb5d2ad80a53c49192ed1fdb900ff910a,84,False,False,5,0,True,59,75,,en,200,Learn how the compiler and language service produce diagnostics and editor feedback.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"Compiler, language service & LSP · TypeScript Course",52
after,https://typescript.robertdevore.com/lessons/runtime-validation/,content/lessons/20-runtime-validation.md,lessons,Parse external data before using it as a trusted application value.,learn and practice,developers with basic programming familiarity,Runtime validation & trusted boundaries,Runtime validation & trusted boundaries,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Runtime validation & trusted boundaries,"[[""h1"", ""Runtime validation & trusted boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",814,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/runtime-validation/,200,92f0ee89bb154cfe68a6467b8905ea693af734992579051109d021a521f0c761,67,False,False,4,0,True,59,74,,en,200,Parse external data before using it as a trusted application value.,0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Runtime validation & trusted boundaries · TypeScript Course,59
after,https://typescript.robertdevore.com/lessons/library-design/,content/lessons/26-library-design.md,lessons,"Build APIs with useful inference, clear diagnostics, and stable behavior.",learn and practice,developers with basic programming familiarity,Designing library APIs,Designing library APIs,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,Designing library APIs,"[[""h1"", ""Designing library APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",751,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/library-design/,200,840f9417797b21e0a80c5d1883b4570d0dbb89c1322766da06a895fb57e64e6d,73,False,False,4,0,True,59,75,,en,200,"Build APIs with useful inference, clear diagnostics, and stable behavior.",0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Designing library APIs · TypeScript Course,42
after,https://typescript.robertdevore.com/lessons/template-literal-types/,content/lessons/15-template-literal-types.md,lessons,Define event names and route patterns with string literal types.,learn and practice,developers with basic programming familiarity,Template literal types,Template literal types,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Template literal types,"[[""h1"", ""Template literal types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",683,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/template-literal-types/,200,172c7bf373970fc4be031055ed8cef90ea4676f95afec74df0125821082d6c31,64,False,False,3,0,True,57,74,,en,200,Define event names and route patterns with string literal types.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Template literal types · TypeScript Course,42
after,https://typescript.robertdevore.com/lessons/tsconfig/,content/lessons/18-tsconfig.md,lessons,"Choose compiler settings for your runtime, build, and packages.",learn and practice,developers with basic programming familiarity,Configuring TypeScript,Configuring TypeScript,Where you are;Mental model;Runtime and tooling reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Configuring TypeScript,"[[""h1"", ""Configuring TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",792,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/tsconfig/,200,cb1121db242ec89fa2c4a984d4c2e90fc896f75054f3686eefc580579f2abcf6,63,False,False,4,0,True,59,74,,en,200,"Choose compiler settings for your runtime, build, and packages.",0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Configuring TypeScript · TypeScript Course,42
after,https://typescript.robertdevore.com/lessons/values-and-types/,content/lessons/02-values-and-types.md,lessons,Separate runtime values from static types and learn when inference is enough.,learn and practice,developers with basic programming familiarity,JavaScript values & TypeScript types,JavaScript values & TypeScript types,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Common failure modes;Exercise;Checkpoint;Sources;Type explorer,JavaScript values & TypeScript types,"[[""h1"", ""JavaScript values & TypeScript types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",913,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/values-and-types/,200,4dffbdaa16ac26a3e988ba358081457a764b83db11d14df78dd73f0fcc5bae38,77,False,False,4,0,True,59,76,,en,200,Separate runtime values from static types and learn when inference is enough.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,JavaScript values & TypeScript types · TypeScript Course,56
after,https://typescript.robertdevore.com/lessons/async/,content/lessons/21-async.md,lessons,Understand promises and scheduling before modeling concurrent operations.,learn and practice,developers with basic programming familiarity,Async TypeScript & cancellation,Async TypeScript & cancellation,Where you are;JavaScript reality;Mental model;TypeScript model;Working example;Type-checker drill;Runtime drill;Async iteration and streams;Professional pattern;Exercise;Checkpoint;Sources,Async TypeScript & cancellation,"[[""h1"", ""Async TypeScript & cancellation""], [""h2"", ""Where you are""], [""h2"", ""JavaScript reality""], [""h2"", ""Mental model""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Async iteration and streams""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",804,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/async/,200,10743462fd54878664476ceb6e185d2dbe00493344e51e774e4e6aa309e09208,73,False,False,4,0,True,59,75,,en,200,Understand promises and scheduling before modeling concurrent operations.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Async TypeScript & cancellation · TypeScript Course,51
after,https://typescript.robertdevore.com/lessons/setup/,content/lessons/01-setup.md,lessons,"Set up a project, check your code, and run the JavaScript it produces.",learn and practice,developers with basic programming familiarity,Modern TypeScript setup,Modern TypeScript setup,Where you are;Why this matters;Mental model;JavaScript reality;Install a local toolchain;Working example;Type-checker drill;Runtime drill;TypeScript 7 and development workflows;Professional pattern;Exercise;Checkpoint;Sources,Modern TypeScript setup,"[[""h1"", ""Modern TypeScript setup""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""Install a local toolchain""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""TypeScript 7 and development workflows""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",1031,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/setup/,200,bc75548ab8823bbed6480cffffffcc4c27f07a47a25c7e5898cdb35f0e542328,70,False,False,5,0,True,60,75,,en,200,"Set up a project, check your code, and run the JavaScript it produces.",0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Modern TypeScript setup · TypeScript Course,43
after,https://typescript.robertdevore.com/lessons/shipping/,content/lessons/36-shipping.md,lessons,Build reproducible releases and check that upgrades preserve your public APIs.,learn and practice,developers with basic programming familiarity,Shipping & maintaining TypeScript,Shipping & maintaining TypeScript,Where you are;Mental model;Runtime and tooling reality;TypeScript model;Working example;Type-checker drill;Release procedure;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Shipping & maintaining TypeScript,"[[""h1"", ""Shipping & maintaining TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Release procedure""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",793,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/shipping/,200,ef321c8d96ef34933a311feb7c3b9601f5072ef6d984470f42e3f8486d7f44f0,78,False,False,5,0,True,58,76,,en,200,Build reproducible releases and check that upgrades preserve your public APIs.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Shipping & maintaining TypeScript · TypeScript Course,53
after,https://typescript.robertdevore.com/lessons/workspaces/,content/lessons/29-workspaces.md,lessons,Organize packages and builds so dependencies stay clear as the repository grows.,learn and practice,developers with basic programming familiarity,Workspaces & project boundaries,Workspaces & project boundaries,Where you are;Mental model;JavaScript and package reality;TypeScript model;Working example;Reference layout;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Workspaces & project boundaries,"[[""h1"", ""Workspaces & project boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and package reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Reference layout""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",752,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/workspaces/,200,873f2cc632d678eb2363b28fa2b4950cb54869aaf1c7764c766085926971c0a2,80,False,False,5,0,True,59,75,,en,200,Organize packages and builds so dependencies stay clear as the repository grows.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Workspaces & project boundaries · TypeScript Course,51
after,https://typescript.robertdevore.com/lessons/testing/,content/lessons/23-testing.md,lessons,"Test runtime behavior, inferred types, rejected inputs, and integrations.",learn and practice,developers with basic programming familiarity,Runtime tests & type tests,Runtime tests & type tests,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Runtime tests & type tests,"[[""h1"", ""Runtime tests & type tests""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",752,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/testing/,200,d9b55809252c4056036f367fe2aa6321608f6026b525419ca648cb76530b1ac1,73,False,False,4,0,True,58,74,,en,200,"Test runtime behavior, inferred types, rejected inputs, and integrations.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Runtime tests & type tests · TypeScript Course,46
after,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,content/lessons/04-objects-arrays-tuples.md,lessons,"Describe objects and collections, and understand how mutation affects them.",learn and practice,developers with basic programming familiarity,"Objects, arrays & tuples","Objects, arrays & tuples",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"Objects, arrays & tuples","[[""h1"", ""Objects, arrays & tuples""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",793,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,200,ad7cae49c2aa85bddd1eed4892adb525001a4e0d1e3b7f638146f11ea237c422,75,False,False,4,0,True,58,74,,en,200,"Describe objects and collections, and understand how mutation affects them.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"Objects, arrays & tuples · TypeScript Course",44
after,https://typescript.robertdevore.com/lessons/architecture/,content/lessons/34-architecture.md,lessons,"Separate domain rules, application services, and adapters with clear dependencies.",learn and practice,developers with basic programming familiarity,Architecture for large TypeScript systems,Architecture for large TypeScript systems,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Architecture for large TypeScript systems,"[[""h1"", ""Architecture for large TypeScript systems""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",845,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/architecture/,200,0fa1322eafbdd0cfc92e4929141b57ce879c3cf93390871775a5085067f30933,82,False,False,4,0,True,58,74,,en,200,"Separate domain rules, application services, and adapters with clear dependencies.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Architecture for large TypeScript systems · TypeScript Course,61
after,https://typescript.robertdevore.com/lessons/runtime-safety/,content/lessons/33-runtime-safety.md,lessons,Learn where static checks fall short and which runtime checks you still need.,learn and practice,developers with basic programming familiarity,Type safety versus runtime safety,Type safety versus runtime safety,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Type safety versus runtime safety,"[[""h1"", ""Type safety versus runtime safety""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",703,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/runtime-safety/,200,846fbc3b872fa6b24255475a0e9d7fa2177ee60d832565a059e8dbb4582f93e6,77,False,False,5,0,True,58,74,,en,200,Learn where static checks fall short and which runtime checks you still need.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Type safety versus runtime safety · TypeScript Course,53
after,https://typescript.robertdevore.com/lessons/structural-typing/,content/lessons/08-structural-typing.md,lessons,Understand why object types are compatible and when excess property checks apply.,learn and practice,developers with basic programming familiarity,Structural typing & assignability,Structural typing & assignability,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Structural typing & assignability,"[[""h1"", ""Structural typing & assignability""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",743,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/structural-typing/,200,6bc9b1e7dac9aacc7ecf34880b8bae7f72f43c5952b2cce1745fa37fe4daddca,81,False,False,4,0,True,60,74,,en,200,Understand why object types are compatible and when excess property checks apply.,0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Structural typing & assignability · TypeScript Course,53
after,https://typescript.robertdevore.com/lessons/node-application/,content/lessons/25-node-application.md,lessons,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",learn and practice,developers with basic programming familiarity,Building a Node.js application,Building a Node.js application,Where you are;Mental model;JavaScript and Node reality;TypeScript model;Working example;Type-checker drill;Classes at an adapter boundary;Application lab;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Building a Node.js application,"[[""h1"", ""Building a Node.js application""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and Node reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Classes at an adapter boundary""], [""h2"", ""Application lab""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",930,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/node-application/,200,6786261ff8ed07c43561751cf2c6385e217e5051a77540bf3a0df74307c151cf,81,False,False,5,0,True,60,77,,en,200,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Building a Node.js application · TypeScript Course,50
after,https://typescript.robertdevore.com/lessons/exhaustiveness/,content/lessons/16-exhaustiveness.md,lessons,Describe valid states and catch missing cases when they change.,learn and practice,developers with basic programming familiarity,Discriminated unions & exhaustiveness,Discriminated unions & exhaustiveness,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Discriminated unions & exhaustiveness,"[[""h1"", ""Discriminated unions & exhaustiveness""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",740,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/exhaustiveness/,200,1e61d495eaf606a552d8fa96939df072fc3b76c63c6243b98916efef711633fe,63,False,False,3,0,True,57,74,,en,200,Describe valid states and catch missing cases when they change.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Discriminated unions & exhaustiveness · TypeScript Course,57
