phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,duplicate_title,duplicate_description,issues,breadcrumbs,broken_external_links,broken_internal_links,canonical_target_status,content_hash,external_outbound_links,h1,heading_structure,image_count,indexable,internal_inbound_links,internal_outbound_links,local_status,missing_alt,missing_dimensions,modified_date,orphan,page_depth,production_status,published_date,schema_types,sitemap_included,word_count
after,https://typescript.robertdevore.com/lessons/setup/,content/lessons/01-setup.md,lessons,Modern TypeScript setup · TypeScript Course,43,"Set up a project, check your code, and run the JavaScript it produces.",70,https://typescript.robertdevore.com/lessons/setup/,,en,,Modern TypeScript setup · TypeScript Course,"Set up a project, check your code, and run the JavaScript it produces.",https://typescript.robertdevore.com/lessons/setup/,website,https://typescript.robertdevore.com/assets/og/setup.png,summary_large_image,False,False,,True,0,0,200,bc75548ab8823bbed6480cffffffcc4c27f07a47a25c7e5898cdb35f0e542328,5,Modern TypeScript setup,"[[""h1"", ""Modern TypeScript setup""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""Install a local toolchain""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""TypeScript 7 and development workflows""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,75,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,1031
after,https://typescript.robertdevore.com/lessons/shipping/,content/lessons/36-shipping.md,lessons,Shipping & maintaining TypeScript · TypeScript Course,53,Build reproducible releases and check that upgrades preserve your public APIs.,78,https://typescript.robertdevore.com/lessons/shipping/,,en,,Shipping & maintaining TypeScript · TypeScript Course,Build reproducible releases and check that upgrades preserve your public APIs.,https://typescript.robertdevore.com/lessons/shipping/,website,https://typescript.robertdevore.com/assets/og/shipping.png,summary_large_image,False,False,,True,0,0,200,ef321c8d96ef34933a311feb7c3b9601f5072ef6d984470f42e3f8486d7f44f0,5,Shipping & maintaining TypeScript,"[[""h1"", ""Shipping & maintaining TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Release procedure""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,76,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,793
after,https://typescript.robertdevore.com/lessons/workspaces/,content/lessons/29-workspaces.md,lessons,Workspaces & project boundaries · TypeScript Course,51,Organize packages and builds so dependencies stay clear as the repository grows.,80,https://typescript.robertdevore.com/lessons/workspaces/,,en,,Workspaces & project boundaries · TypeScript Course,Organize packages and builds so dependencies stay clear as the repository grows.,https://typescript.robertdevore.com/lessons/workspaces/,website,https://typescript.robertdevore.com/assets/og/workspaces.png,summary_large_image,False,False,,True,0,0,200,873f2cc632d678eb2363b28fa2b4950cb54869aaf1c7764c766085926971c0a2,5,Workspaces & project boundaries,"[[""h1"", ""Workspaces & project boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and package reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Reference layout""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,752
after,https://typescript.robertdevore.com/lessons/testing/,content/lessons/23-testing.md,lessons,Runtime tests & type tests · TypeScript Course,46,"Test runtime behavior, inferred types, rejected inputs, and integrations.",73,https://typescript.robertdevore.com/lessons/testing/,,en,,Runtime tests & type tests · TypeScript Course,"Test runtime behavior, inferred types, rejected inputs, and integrations.",https://typescript.robertdevore.com/lessons/testing/,website,https://typescript.robertdevore.com/assets/og/testing.png,summary_large_image,False,False,,True,0,0,200,d9b55809252c4056036f367fe2aa6321608f6026b525419ca648cb76530b1ac1,4,Runtime tests & type tests,"[[""h1"", ""Runtime tests & type tests""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,752
after,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,content/lessons/04-objects-arrays-tuples.md,lessons,"Objects, arrays & tuples · TypeScript Course",44,"Describe objects and collections, and understand how mutation affects them.",75,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,,en,,"Objects, arrays & tuples · TypeScript Course","Describe objects and collections, and understand how mutation affects them.",https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,website,https://typescript.robertdevore.com/assets/og/objects-arrays-tuples.png,summary_large_image,False,False,,True,0,0,200,ad7cae49c2aa85bddd1eed4892adb525001a4e0d1e3b7f638146f11ea237c422,4,"Objects, arrays & tuples","[[""h1"", ""Objects, arrays & tuples""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,793
after,https://typescript.robertdevore.com/lessons/architecture/,content/lessons/34-architecture.md,lessons,Architecture for large TypeScript systems · TypeScript Course,61,"Separate domain rules, application services, and adapters with clear dependencies.",82,https://typescript.robertdevore.com/lessons/architecture/,,en,,Architecture for large TypeScript systems · TypeScript Course,"Separate domain rules, application services, and adapters with clear dependencies.",https://typescript.robertdevore.com/lessons/architecture/,website,https://typescript.robertdevore.com/assets/og/architecture.png,summary_large_image,False,False,,True,0,0,200,0fa1322eafbdd0cfc92e4929141b57ce879c3cf93390871775a5085067f30933,4,Architecture for large TypeScript systems,"[[""h1"", ""Architecture for large TypeScript systems""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,845
after,https://typescript.robertdevore.com/lessons/runtime-safety/,content/lessons/33-runtime-safety.md,lessons,Type safety versus runtime safety · TypeScript Course,53,Learn where static checks fall short and which runtime checks you still need.,77,https://typescript.robertdevore.com/lessons/runtime-safety/,,en,,Type safety versus runtime safety · TypeScript Course,Learn where static checks fall short and which runtime checks you still need.,https://typescript.robertdevore.com/lessons/runtime-safety/,website,https://typescript.robertdevore.com/assets/og/runtime-safety.png,summary_large_image,False,False,,True,0,0,200,846fbc3b872fa6b24255475a0e9d7fa2177ee60d832565a059e8dbb4582f93e6,5,Type safety versus runtime safety,"[[""h1"", ""Type safety versus runtime safety""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,703
after,https://typescript.robertdevore.com/lessons/structural-typing/,content/lessons/08-structural-typing.md,lessons,Structural typing & assignability · TypeScript Course,53,Understand why object types are compatible and when excess property checks apply.,81,https://typescript.robertdevore.com/lessons/structural-typing/,,en,,Structural typing & assignability · TypeScript Course,Understand why object types are compatible and when excess property checks apply.,https://typescript.robertdevore.com/lessons/structural-typing/,website,https://typescript.robertdevore.com/assets/og/structural-typing.png,summary_large_image,False,False,,True,0,0,200,6bc9b1e7dac9aacc7ecf34880b8bae7f72f43c5952b2cce1745fa37fe4daddca,4,Structural typing & assignability,"[[""h1"", ""Structural typing & assignability""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,74,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,743
after,https://typescript.robertdevore.com/lessons/node-application/,content/lessons/25-node-application.md,lessons,Building a Node.js application · TypeScript Course,50,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",81,https://typescript.robertdevore.com/lessons/node-application/,,en,,Building a Node.js application · TypeScript Course,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",https://typescript.robertdevore.com/lessons/node-application/,website,https://typescript.robertdevore.com/assets/og/node-application.png,summary_large_image,False,False,,True,0,0,200,6786261ff8ed07c43561751cf2c6385e217e5051a77540bf3a0df74307c151cf,5,Building a Node.js application,"[[""h1"", ""Building a Node.js application""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and Node reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Classes at an adapter boundary""], [""h2"", ""Application lab""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,77,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,930
after,https://typescript.robertdevore.com/lessons/exhaustiveness/,content/lessons/16-exhaustiveness.md,lessons,Discriminated unions & exhaustiveness · TypeScript Course,57,Describe valid states and catch missing cases when they change.,63,https://typescript.robertdevore.com/lessons/exhaustiveness/,,en,,Discriminated unions & exhaustiveness · TypeScript Course,Describe valid states and catch missing cases when they change.,https://typescript.robertdevore.com/lessons/exhaustiveness/,website,https://typescript.robertdevore.com/assets/og/exhaustiveness.png,summary_large_image,False,False,,True,0,0,200,1e61d495eaf606a552d8fa96939df072fc3b76c63c6243b98916efef711633fe,3,Discriminated unions & exhaustiveness,"[[""h1"", ""Discriminated unions & exhaustiveness""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,740
after,https://typescript.robertdevore.com/lessons/functions/,content/lessons/03-functions.md,lessons,Functions & callbacks · TypeScript Course,41,Write functions and callbacks with clear inputs and return types.,65,https://typescript.robertdevore.com/lessons/functions/,,en,,Functions & callbacks · TypeScript Course,Write functions and callbacks with clear inputs and return types.,https://typescript.robertdevore.com/lessons/functions/,website,https://typescript.robertdevore.com/assets/og/functions.png,summary_large_image,False,False,,True,0,0,200,c6af57122846873ed54de8537249b9c61a120deb2b6abd3a468ae7ffb1a77429,4,Functions & callbacks,"[[""h1"", ""Functions & callbacks""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,890
after,https://typescript.robertdevore.com/lessons/errors-and-null/,content/lessons/07-errors-and-null.md,lessons,Errors & nullable values · TypeScript Course,44,Handle missing values and errors with exceptions and result types.,66,https://typescript.robertdevore.com/lessons/errors-and-null/,,en,,Errors & nullable values · TypeScript Course,Handle missing values and errors with exceptions and result types.,https://typescript.robertdevore.com/lessons/errors-and-null/,website,https://typescript.robertdevore.com/assets/og/errors-and-null.png,summary_large_image,False,False,,True,0,0,200,1780bfd529b6360ee59171661e2c9cbdd476617c43473ef3e4bb4ae5ad7d26d6,4,Errors & nullable values,"[[""h1"", ""Errors & nullable values""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,789
after,https://typescript.robertdevore.com/lessons/narrowing/,content/lessons/05-narrowing.md,lessons,"Unions, literals & narrowing · TypeScript Course",48,Use runtime evidence and control flow to make union types useful.,65,https://typescript.robertdevore.com/lessons/narrowing/,,en,,"Unions, literals & narrowing · TypeScript Course",Use runtime evidence and control flow to make union types useful.,https://typescript.robertdevore.com/lessons/narrowing/,website,https://typescript.robertdevore.com/assets/og/narrowing.png,summary_large_image,False,False,,True,0,0,200,da542c558440da7ddc3518b01105385ae5a03953ec1b821eee03650fc2f2b341,4,"Unions, literals & narrowing","[[""h1"", ""Unions, literals & narrowing""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,887
after,https://typescript.robertdevore.com/lessons/advanced-design/,content/lessons/32-advanced-design.md,lessons,Practical advanced types · TypeScript Course,44,"Use brands, builders, recursion, and type-state when they make an API easier to use.",84,https://typescript.robertdevore.com/lessons/advanced-design/,,en,,Practical advanced types · TypeScript Course,"Use brands, builders, recursion, and type-state when they make an API easier to use.",https://typescript.robertdevore.com/lessons/advanced-design/,website,https://typescript.robertdevore.com/assets/og/advanced-design.png,summary_large_image,False,False,,True,0,0,200,c9fbf7edce628ef0b0273bd6fc41c7a1af4bc4d7d7c581c0e7af5ccd7d725cd0,5,Practical advanced types,"[[""h1"", ""Practical advanced types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality: classes and prototypes""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,74,200,0,0,,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,872
after,https://typescript.robertdevore.com/lessons/performance/,content/lessons/30-performance.md,lessons,Compiler & editor performance · TypeScript Course,49,Find what slows the compiler or editor before changing your types.,66,https://typescript.robertdevore.com/lessons/performance/,,en,,Compiler & editor performance · TypeScript Course,Find what slows the compiler or editor before changing your types.,https://typescript.robertdevore.com/lessons/performance/,website,https://typescript.robertdevore.com/assets/og/performance.png,summary_large_image,False,False,,True,0,0,200,e126bde65ee64a465363435d39daf399f007582f0a5a3653928a19d9f7d534ed,4,Compiler & editor performance,"[[""h1"", ""Compiler & editor performance""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Measurement lab""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,751
after,https://typescript.robertdevore.com/lessons/modules/,content/lessons/19-modules.md,lessons,"ESM, CommonJS & module resolution · TypeScript Course",53,Follow an import from TypeScript source to the code your runtime loads.,71,https://typescript.robertdevore.com/lessons/modules/,,en,,"ESM, CommonJS & module resolution · TypeScript Course",Follow an import from TypeScript source to the code your runtime loads.,https://typescript.robertdevore.com/lessons/modules/,website,https://typescript.robertdevore.com/assets/og/modules.png,summary_large_image,False,False,,True,0,0,200,a2a42bb35fb209fe4fdbffffb4444425dda40d7eee8ce61f0e51f3f73c3b6bfe,5,"ESM, CommonJS & module resolution","[[""h1"", ""ESM, CommonJS & module resolution""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Package map exercise""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,853
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,content/lessons/12-keyof-typeof-indexed-access.md,lessons,"keyof, typeof & indexed access · TypeScript Course",50,Keep property names and their values connected in reusable APIs.,64,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,,en,,"keyof, typeof & indexed access · TypeScript Course",Keep property names and their values connected in reusable APIs.,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,website,https://typescript.robertdevore.com/assets/og/keyof-typeof-indexed-access.png,summary_large_image,False,False,,True,0,0,200,20693f012431d6e6b6326ca930e0e34b2e73f949cacf456f4cfbf0a4707c87be,5,"keyof, typeof & indexed access","[[""h1"", ""keyof, typeof & indexed access""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,768
after,https://typescript.robertdevore.com/lessons/static-analysis/,content/lessons/24-static-analysis.md,lessons,"Linting, formatting & static analysis · TypeScript Course",57,"Understand what the compiler, linter, formatter, and tests each check.",70,https://typescript.robertdevore.com/lessons/static-analysis/,,en,,"Linting, formatting & static analysis · TypeScript Course","Understand what the compiler, linter, formatter, and tests each check.",https://typescript.robertdevore.com/lessons/static-analysis/,website,https://typescript.robertdevore.com/assets/og/static-analysis.png,summary_large_image,False,False,,True,0,0,200,2d07b3526d81ffbb30b3557c267878dc80e113e4f7842f881f6437924320e120,5,"Linting, formatting & static analysis","[[""h1"", ""Linting, formatting & static analysis""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""A small workflow""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,75,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,726
after,https://typescript.robertdevore.com/lessons/conditional-types/,content/lessons/14-conditional-types.md,lessons,Conditional types & infer · TypeScript Course,45,"Use conditional types and infer, and learn when unions distribute.",66,https://typescript.robertdevore.com/lessons/conditional-types/,,en,,Conditional types & infer · TypeScript Course,"Use conditional types and infer, and learn when unions distribute.",https://typescript.robertdevore.com/lessons/conditional-types/,website,https://typescript.robertdevore.com/assets/og/conditional-types.png,summary_large_image,False,False,,True,0,0,200,4a0f63c6c663f049cd22b2a6dda8b6eda791dbd20eaf8f495a6265dae157f50c,4,Conditional types & infer,"[[""h1"", ""Conditional types & infer""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,808
after,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,content/lessons/09-any-unknown-never-void.md,lessons,"any, unknown, never & void · TypeScript Course",46,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",101,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,,en,,"any, unknown, never & void · TypeScript Course","Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",https://typescript.robertdevore.com/lessons/any-unknown-never-void/,website,https://typescript.robertdevore.com/assets/og/any-unknown-never-void.png,summary_large_image,False,False,,True,0,0,200,2b1127a7038b132acdf047a2ff304560b69384971fceffc3fe062c52b0182720,4,"any, unknown, never & void","[[""h1"", ""any, unknown, never & void""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,74,200,0,0,,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,769
after,https://typescript.robertdevore.com/reference/,scripts/build.mjs,reference,TypeScript reference · TypeScript Course,40,"Find TypeScript concepts, common errors, and the lesson that explains them.",75,https://typescript.robertdevore.com/reference/,,en,,TypeScript reference · TypeScript Course,"Find TypeScript concepts, common errors, and the lesson that explains them.",https://typescript.robertdevore.com/reference/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,True,0,0,200,50a5efd5d949b55630e4e86db1c088116f7c8a8cfc46eb91f423dc18efdf00d4,2,TypeScript reference,"[[""h1"", ""TypeScript reference""], [""h2"", ""Runtime versus static contracts""], [""h2"", ""Inference and modeling""], [""h2"", ""Applications and libraries""], [""h2"", ""Error-oriented index""]]",0,True,101,63,200,0,0,,False,1,200,,WebSite;CollectionPage;BreadcrumbList,True,389
after,https://typescript.robertdevore.com/404/,scripts/build.mjs,404,Page not found · TypeScript Course,34,Return to the TypeScript course learning path.,46,https://typescript.robertdevore.com/404/,"noindex,follow",en,,Page not found · TypeScript Course,Return to the TypeScript course learning path.,https://typescript.robertdevore.com/404/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,False,0,0,200,9735a21c6ef67bd2666697a745842d353d5c6ab1df9d3dc2d5cfdc8bd8e58c97,2,Page not found.,"[[""h1"", ""Page not found.""]]",0,False,1,19,404,0,0,,True,,200,,,False,18
